samples,test_accuracy_run1,test_losses_run1,train_accuracy_run1,train_losses_run1,val_accuracy_run1,val_losses_run1,test_accuracy_run2,test_losses_run2,train_accuracy_run2,train_losses_run2,val_accuracy_run2,val_losses_run2,test_accuracy_run3,test_losses_run3,train_accuracy_run3,train_losses_run3,val_accuracy_run3,val_losses_run3
100,0.6658041477203369,0.908513069152832,0.8663194179534912,0.5408778786659241,0.6731216907501221,0.8938019871711731,0.665207028388977,0.925921618938446,0.8402777910232544,0.6445268392562866,0.6742021441459656,0.9035281538963318,0.6353503465652466,0.9880837798118591,0.9392361044883728,0.49943333864212036,0.6500166058540344,0.9891261458396912
200,0.6970541477203369,0.8826786875724792,0.8828125,0.4364243149757385,0.698387622833252,0.876589834690094,0.6776472926139832,0.8856529593467712,0.921875,0.4224514365196228,0.6881648898124695,0.8746131658554077,0.6897889971733093,0.8695725202560425,0.796875,0.6133767366409302,0.6926529407501221,0.8531806468963623
400,0.7287022471427917,0.7845864295959473,0.8816964030265808,0.45422491431236267,0.7363696694374084,0.7671101093292236,0.7104896306991577,0.7979973554611206,0.9107142686843872,0.34667810797691345,0.7231549024581909,0.7808032035827637,0.7140724658966064,0.8027936816215515,0.9352678656578064,0.2507770359516144,0.7272273898124695,0.7965022325515747
600,0.7521895170211792,0.7306426167488098,0.931770920753479,0.3014299273490906,0.7577294111251831,0.7137909531593323,0.728204607963562,0.7694402933120728,0.9302083849906921,0.2780225872993469,0.740857720375061,0.752602219581604,0.7559713125228882,0.712433397769928,0.9244791865348816,0.3035868704319,0.751745343208313,0.7105333209037781
800,0.7573646306991577,0.6998377442359924,0.9194711446762085,0.3099202513694763,0.7598903179168701,0.7072007060050964,0.7493033409118652,0.731452226638794,0.926682710647583,0.2935946583747864,0.7627992033958435,0.7198837995529175,0.7767714858055115,0.6626263856887817,0.9399038553237915,0.28451836109161377,0.7734375,0.6597004532814026
1000,0.7637341022491455,0.652032732963562,0.931445300579071,0.29631030559539795,0.7789228558540344,0.6408184766769409,0.7504976391792297,0.7229363918304443,0.916796863079071,0.3127072751522064,0.7704454660415649,0.7282243371009827,0.7739848494529724,0.6636806726455688,0.922656238079071,0.2984890937805176,0.7805851101875305,0.6505941152572632
2000,0.8031449317932129,0.5578891038894653,0.9345703125,0.2617262005805969,0.8135804533958435,0.5306500792503357,0.7911027073860168,0.5811115503311157,0.92529296875,0.29724448919296265,0.8110039830207825,0.5870559215545654,0.8102110028266907,0.548268735408783,0.90771484375,0.33595559000968933,0.816821813583374,0.5274655818939209
4000,0.8390724658966064,0.46825316548347473,0.9305555820465088,0.2517237663269043,0.8533909320831299,0.4315588176250458,0.834494411945343,0.47234007716178894,0.9377480149269104,0.2349437177181244,0.8459939956665039,0.45649853348731995,0.8415604829788208,0.4555636942386627,0.9184027910232544,0.2838501036167145,0.8484042286872864,0.4432598948478699
6000,0.8546974658966064,0.4251421391963959,0.9294658303260803,0.26594722270965576,0.8655252456665039,0.39349836111068726,0.8522093892097473,0.4257033169269562,0.9249224662780762,0.26443353295326233,0.8661070466041565,0.41044750809669495,0.8522093892097473,0.4215221107006073,0.907579779624939,0.3064747750759125,0.8622007966041565,0.409364253282547
8000,0.8613654375076294,0.4027520418167114,0.9394999742507935,0.22294291853904724,0.8733377456665039,0.3803691565990448,0.8599721193313599,0.4106070101261139,0.9253749847412109,0.2533103823661804,0.868932843208313,0.40081721544265747,0.8616639971733093,0.4075378179550171,0.9204999804496765,0.2652696669101715,0.8717586398124695,0.3927653729915619
10000,0.8652468323707581,0.40000131726264954,0.9501393437385559,0.18680113554000854,0.8766622543334961,0.37102192640304565,0.8725119233131409,0.38260480761528015,0.9225716590881348,0.26013055443763733,0.879737377166748,0.3624403178691864,0.8661425113677979,0.39372706413269043,0.9321258068084717,0.2288007140159607,0.8730884194374084,0.383248507976532
20000,0.8716162443161011,0.35089755058288574,0.9293630123138428,0.22536015510559082,0.8889627456665039,0.32979312539100647,0.8817675113677979,0.34211021661758423,0.9256190061569214,0.23965588212013245,0.8911236524581909,0.33080777525901794,0.8771895170211792,0.36448466777801514,0.9394968152046204,0.1957074999809265,0.8874667286872864,0.3489164710044861
30000,0.8859474658966064,0.3367277979850769,0.9488383531570435,0.170532688498497,0.8982712626457214,0.3145063817501068,0.8841560482978821,0.336854487657547,0.9460510611534119,0.18195807933807373,0.8942819237709045,0.32285284996032715,0.8832603693008423,0.3446671664714813,0.9497823715209961,0.17014075815677643,0.8916223645210266,0.3272804319858551
40000,0.8909235596656799,0.3256644010543823,0.9484999775886536,0.16815167665481567,0.900598406791687,0.3058573007583618,0.8912221193313599,0.32368505001068115,0.9447749853134155,0.1812804639339447,0.9006814956665039,0.30803799629211426,0.8918192386627197,0.3209839165210724,0.9481499791145325,0.171974778175354,0.8994348645210266,0.309452086687088
48000,0.8896297812461853,0.3153385818004608,0.9478958249092102,0.16973461210727692,0.9026762247085571,0.2924681603908539,0.8923168778419495,0.3192442059516907,0.9498958587646484,0.16741076111793518,0.9020944237709045,0.3013920485973358,0.8953025341033936,0.31592515110969543,0.9501875042915344,0.1666925549507141,0.9015957713127136,0.3084821403026581
