samples,test_ious_run1,test_ious_run2,test_ious_run3
100,31.68107032775879,30.044740676879883,31.15644836
200,36.53268051147461,35.85332107543945,36.68279648
400,41.868003845214844,41.732208251953125,41.08070374
600,44.61084747314453,44.61412048339844,44.66349411
800,46.91423797607422,48.06909942626953,45.46741867
1000,49.44966506958008,48.820430755615234,48.47444534
2000,52.3089599609375,51.563194274902344,52.57016754
2380,52.919071197509766,53.140708923339844,52.73662186
