samples,test_accuracy_run1,test_losses_run1,train_accuracy_run1,train_losses_run1,val_accuracy_run1,val_losses_run1,test_accuracy_run2,test_losses_run2,train_accuracy_run2,train_losses_run2,val_accuracy_run2,val_losses_run2,test_accuracy_run3,test_losses_run3,train_accuracy_run3,train_losses_run3,val_accuracy_run3,val_losses_run3
100,0.11120495200157166,2.3210458755493164,0.9921875,0.45775938034057617,0.16824254393577576,4.419346809387207,0.0832565426826477,2.4050943851470947,0.9644097089767456,0.5898234844207764,0.17024438083171844,5.1628828048706055,0.13769452273845673,2.3108952045440674,0.9366319179534912,0.6759310960769653,0.1659400314092636,5.153652191162109
200,0.15022265911102295,2.331291675567627,0.77734375,1.2078553438186646,0.22162264585494995,3.487823009490967,0.10973332077264786,2.3461458683013916,0.8359375,0.9307480454444885,0.22116239368915558,3.840439796447754,0.1435810774564743,2.2892675399780273,0.83984375,0.9814831018447876,0.21913741528987885,3.40063214302063
400,0.1790284514427185,2.3046014308929443,0.9464285969734192,0.6280398368835449,0.46022340655326843,2.3493258953094482,0.4831593334674835,2.2167346477508545,0.9977678656578064,0.353831022977829,0.5056146383285522,2.1852312088012695,0.10494726896286011,2.3985917568206787,0.8861607313156128,0.8286681771278381,0.4033866226673126,2.673537492752075
600,0.5840499401092529,1.8679354190826416,1.0,0.31943613290786743,0.5936852097511292,1.860420823097229,0.4779382050037384,1.9019982814788818,0.984375,0.4189661145210266,0.565414309501648,2.0706217288970947,0.49956488609313965,1.9103994369506836,0.994270920753479,0.401536226272583,0.5926559567451477,1.7920143604278564
800,0.6241042017936707,1.653336763381958,1.0,0.2825460433959961,0.6377800703048706,1.62039315700531,0.6557381749153137,1.4967923164367676,1.0,0.3100586235523224,0.6648679375648499,1.4854158163070679,0.6486613750457764,1.482164740562439,0.9987980723381042,0.31447988748550415,0.659710168838501,1.4780348539352417
1000,0.6887668967247009,1.4189410209655762,1.0,0.27321580052375793,0.7013949751853943,1.322633147239685,0.6650925874710083,1.472303032875061,1.0,0.31159478425979614,0.6949071884155273,1.3337562084197998,0.6692004203796387,1.4211536645889282,0.9974609613418579,0.31223738193511963,0.6843590140342712,1.361388921737671
2000,0.7564752697944641,0.9422571659088135,0.9990234375,0.3132568895816803,0.8037651777267456,0.9012497067451477,0.7737510800361633,0.9916112422943115,1.0,0.2707258462905884,0.7877874970436096,0.9493125081062317,0.7084356546401978,1.0112628936767578,0.9990234375,0.3058149218559265,0.7832159996032715,0.9377854466438293
4000,0.8144835829734802,0.6730980277061462,0.997519850730896,0.2772391736507416,0.8548821210861206,0.6494553685188293,0.8210738897323608,0.6483471393585205,0.998759925365448,0.27907437086105347,0.8580948114395142,0.6606367826461792,0.7970285415649414,0.6727617979049683,0.9863591194152832,0.3324642777442932,0.8487979173660278,0.6864942312240601
6000,0.848228931427002,0.5335403680801392,0.9847074747085571,0.3095375895500183,0.878456711769104,0.5379841327667236,0.8310427069664001,0.5815584659576416,0.9958444237709045,0.2729262411594391,0.8740609288215637,0.5801984071731567,0.814803421497345,0.6036503314971924,0.9793328642845154,0.3525699973106384,0.8701832890510559,0.6050417423248291
8000,0.8461174964904785,0.5039886236190796,0.9761250019073486,0.34223049879074097,0.8752266764640808,0.6027819514274597,0.8599892258644104,0.48002785444259644,0.9831249713897705,0.2999405562877655,0.891801118850708,0.49989432096481323,0.854896068572998,0.512630045413971,0.9943749904632568,0.2442348748445511,0.8862292766571045,0.5171777606010437
10000,0.8687295913696289,0.44566211104393005,0.9659633636474609,0.3606179654598236,0.8910563588142395,0.5088387131690979,0.8788390755653381,0.4039660692214966,0.9850716590881348,0.2917173206806183,0.9047083854675293,0.4572851061820984,0.8665540814399719,0.4460092782974243,0.9645700454711914,0.3717256784439087,0.8868942856788635,0.5246519446372986
20000,0.8983287811279297,0.3576272130012512,0.9969049692153931,0.20613205432891846,0.9193331003189087,0.3724343776702881,0.9022062420845032,0.3453505337238312,0.9966553449630737,0.2038133591413498,0.9213626384735107,0.37624591588974,0.8927492499351501,0.3729856610298157,0.9684005379676819,0.32672902941703796,0.9092972874641418,0.4172545075416565
30000,0.9108952879905701,0.3204055428504944,0.9943363666534424,0.20391324162483215,0.9260082244873047,0.3348889946937561,0.9180359244346619,0.30790087580680847,0.9985008239746094,0.18567043542861938,0.9302385449409485,0.35965466499328613,0.9132754802703857,0.31224942207336426,0.9979011416435242,0.18791912496089935,0.9282032251358032,0.3494296967983246
40000,0.9204161763191223,0.28346189856529236,0.9946500062942505,0.19437678158283234,0.9316713809967041,0.3106095790863037,0.918317437171936,0.3003712594509125,0.9972500205039978,0.17876657843589783,0.9309890866279602,0.3378809094429016,0.9092444777488708,0.32039332389831543,0.987975001335144,0.2175578624010086,0.9305172562599182,0.29611146450042725
50000,0.9217982292175293,0.2805216610431671,0.9957840442657471,0.17677456140518188,0.9340652823448181,0.3099078834056854,0.9216957688331604,0.27844443917274475,0.9876918196678162,0.2129557728767395,0.9307901859283447,0.2968432307243347,0.9205313324928284,0.2846848666667938,0.9938458800315857,0.18587800860404968,0.9331840872764587,0.30068233609199524
